Nomination_Award_Name,Nomination_Iteration_Number,Film,Winner
Best Makeup and Hairstyling,85,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey
Best Makeup and Hairstyling,86,Dallas Buyers Club,Dallas Buyers Club
Best Makeup and Hairstyling,86,Jackass Presents: Bad Grandpa,Jackass Presents: Bad Grandpa
Best Makeup and Hairstyling,86,The Lone Ranger,The Lone Ranger
Best Makeup and Hairstyling,87,Foxcatcher,Foxcatcher
Best Makeup and Hairstyling,87,Guardians of the Galaxy,Guardians of the Galaxy
Best Makeup and Hairstyling,87,The Grand Budapest Hotel,The Grand Budapest Hotel
Best Makeup and Hairstyling,88,Mad Max: Fury Road,Mad Max: Fury Road
Best Makeup and Hairstyling,88,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,The 100-Year-Old Man Who Climbed Out the Window and Disappeared
Best Makeup and Hairstyling,88,The Revenant,The Revenant
Best Makeup and Hairstyling,89,A Man Called Ove,A Man Called Ove
Best Makeup and Hairstyling,89,Star Trek Beyond,Star Trek Beyond
Best Makeup and Hairstyling,89,Suicide Squad,Suicide Squad
Best Makeup and Hairstyling,90,Darkest Hour,Darkest Hour
Best Makeup and Hairstyling,90,Victoria & Abdul,Victoria & Abdul
Best Makeup and Hairstyling,90,Wonder,Wonder
Best Makeup and Hairstyling,91,Border,Border
Best Makeup and Hairstyling,91,Mary Queen of Scots,Mary Queen of Scots
Best Makeup and Hairstyling,91,Vice,Vice
Best Makeup and Hairstyling,92,1917,1917
Best Makeup and Hairstyling,92,Bombshell,Bombshell
Best Makeup and Hairstyling,92,Joker,Joker
Best Makeup and Hairstyling,92,Judy,Judy
Best Makeup and Hairstyling,92,Maleficent: Mistress of Evil,Maleficent: Mistress of Evil
Best Makeup and Hairstyling,93,Emma,Emma
Best Makeup and Hairstyling,93,Hillbilly Elegy,Hillbilly Elegy
Best Makeup and Hairstyling,93,Ma Rainey's Black Bottom,Ma Rainey's Black Bottom
Best Makeup and Hairstyling,93,Mank,Mank
Best Makeup and Hairstyling,93,Pinocchio,Pinocchio
Best Makeup and Hairstyling,94,Coming 2 America,Coming 2 America
Best Makeup and Hairstyling,94,Cruella,Cruella
Best Makeup and Hairstyling,94,Dune,Dune
Best Makeup and Hairstyling,94,House of Gucci,House of Gucci
Best Makeup and Hairstyling,94,The Eyes of Tammy Faye,The Eyes of Tammy Faye
Best Makeup and Hairstyling,95,All Quiet on the Western Front,All Quiet on the Western Front
Best Makeup and Hairstyling,95,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever
Best Makeup and Hairstyling,95,Elvis,Elvis
Best Makeup and Hairstyling,95,The Batman,The Batman
Best Makeup and Hairstyling,95,The Whale,The Whale
Best Makeup and Hairstyling,96,Golda,Golda
Best Makeup and Hairstyling,96,Maestro,Maestro
Best Makeup and Hairstyling,96,Oppenheimer,Oppenheimer
Best Makeup and Hairstyling,96,Poor Things,Poor Things
Best Makeup and Hairstyling,96,Society of the Snow,Society of the Snow
Best Makeup and Hairstyling,97,A Different Man,A Different Man
Best Makeup and Hairstyling,97,Emilia Pérez,Emilia Pérez
Best Makeup and Hairstyling,97,Nosferatu,Nosferatu
Best Makeup and Hairstyling,97,The Substance,The Substance
Best Makeup and Hairstyling,97,Wicked,Wicked
Best Motion Picture,17,Double Indemnity,Double Indemnity
Best Motion Picture,17,Gaslight,Gaslight
Best Motion Picture,17,Going My Way,Going My Way
Best Motion Picture,17,Since You Went Away,Since You Went Away
Best Motion Picture,17,Wilson,Wilson
Best Music (Adaptation Score),51,Pretty Baby,Pretty Baby
Best Music (Adaptation Score),51,The Buddy Holly Story,The Buddy Holly Story
Best Music (Adaptation Score),51,The Wiz,The Wiz
Best Music (Music Score of a Dramatic or Comedy Picture),15,Arabian Nights,Arabian Nights
Best Music (Music Score of a Dramatic or Comedy Picture),15,Bambi,Bambi
Best Music (Music Score of a Dramatic or Comedy Picture),15,Flying Tigers,Flying Tigers
Best Music (Music Score of a Dramatic or Comedy Picture),15,I Married a Witch,I Married a Witch
Best Music (Music Score of a Dramatic or Comedy Picture),15,Joan of Paris,Joan of Paris
Best Music (Music Score of a Dramatic or Comedy Picture),15,Jungle Book,Jungle Book
Best Music (Music Score of a Dramatic or Comedy Picture),15,Klondike Fury,Klondike Fury
Best Music (Music Score of a Dramatic or Comedy Picture),15,"Now, Voyager","Now, Voyager"
Best Music (Music Score of a Dramatic or Comedy Picture),15,Random Harvest,Random Harvest
Best Music (Music Score of a Dramatic or Comedy Picture),15,Silver Queen,Silver Queen
Best Music (Music Score of a Dramatic or Comedy Picture),15,"Take a Letter, Darling","Take a Letter, Darling"
Best Music (Music Score of a Dramatic or Comedy Picture),15,The Black Swan,The Black Swan
Best Music (Music Score of a Dramatic or Comedy Picture),15,The Corsican Brothers,The Corsican Brothers
Best Music (Music Score of a Dramatic or Comedy Picture),15,The Gold Rush,The Gold Rush
Best Music (Music Score of a Dramatic or Comedy Picture),15,The Pride of the Yankees,The Pride of the Yankees
Best Music (Music Score of a Dramatic or Comedy Picture),15,The Shanghai Gesture,The Shanghai Gesture
Best Music (Music Score of a Dramatic or Comedy Picture),15,The Talk of the Town,The Talk of the Town
Best Music (Music Score of a Dramatic or Comedy Picture),15,To Be or Not to Be,To Be or Not to Be
Best Music (Music Score of a Dramatic or Comedy Picture),16,Casablanca,Casablanca
Best Music (Music Score of a Dramatic or Comedy Picture),16,Commandos Strike at Dawn,Commandos Strike at Dawn
Best Music (Music Score of a Dramatic or Comedy Picture),16,For Whom the Bell Tolls,For Whom the Bell Tolls
Best Music (Music Score of a Dramatic or Comedy Picture),16,Hangmen Also Die!,Hangmen Also Die!
Best Music (Music Score of a Dramatic or Comedy Picture),16,Hi Diddle Diddle,Hi Diddle Diddle
Best Music (Music Score of a Dramatic or Comedy Picture),16,In Old Oklahoma,In Old Oklahoma
Best Music (Music Score of a Dramatic or Comedy Picture),16,Johnny Come Lately,Johnny Come Lately
Best Music (Music Score of a Dramatic or Comedy Picture),16,Lady of Burlesque,Lady of Burlesque
Best Music (Music Score of a Dramatic or Comedy Picture),16,Madame Curie,Madame Curie
Best Music (Music Score of a Dramatic or Comedy Picture),16,The Amazing Mrs. Holliday,The Amazing Mrs. Holliday
Best Music (Music Score of a Dramatic or Comedy Picture),16,The Fallen Sparrow,The Fallen Sparrow
Best Music (Music Score of a Dramatic or Comedy Picture),16,The Kansan,The Kansan
Best Music (Music Score of a Dramatic or Comedy Picture),16,The Moon and Sixpence,The Moon and Sixpence
Best Music (Music Score of a Dramatic or Comedy Picture),16,The North Star,The North Star
Best Music (Music Score of a Dramatic or Comedy Picture),16,The Song of Bernadette,The Song of Bernadette
Best Music (Music Score of a Dramatic or Comedy Picture),16,Victory Through Air Power,Victory Through Air Power
Best Music (Music Score of a Dramatic or Comedy Picture),17,Address Unknown,Address Unknown
Best Music (Music Score of a Dramatic or Comedy Picture),17,Casanova Brown,Casanova Brown
Best Music (Music Score of a Dramatic or Comedy Picture),17,Christmas Holiday,Christmas Holiday
Best Music (Music Score of a Dramatic or Comedy Picture),17,Double Indemnity,Double Indemnity
Best Music (Music Score of a Dramatic or Comedy Picture),17,It Happened Tomorrow,It Happened Tomorrow
Best Music (Music Score of a Dramatic or Comedy Picture),17,Jack London,Jack London
Best Music (Music Score of a Dramatic or Comedy Picture),17,Kismet,Kismet
Best Music (Music Score of a Dramatic or Comedy Picture),17,None but the Lonely Heart,None but the Lonely Heart
Best Music (Music Score of a Dramatic or Comedy Picture),17,Since You Went Away,Since You Went Away
Best Music (Music Score of a Dramatic or Comedy Picture),17,Summer Storm,Summer Storm
Best Music (Music Score of a Dramatic or Comedy Picture),17,The Adventures of Mark Twain,The Adventures of Mark Twain
Best Music (Music Score of a Dramatic or Comedy Picture),17,The Bridge of San Luis Rey,The Bridge of San Luis Rey
Best Music (Music Score of a Dramatic or Comedy Picture),17,The Fighting Seabees,The Fighting Seabees
Best Music (Music Score of a Dramatic or Comedy Picture),17,The Hairy Ape,The Hairy Ape
Best Music (Music Score of a Dramatic or Comedy Picture),17,The Princess and the Pirate,The Princess and the Pirate
Best Music (Music Score of a Dramatic or Comedy Picture),17,The Woman of the Town,The Woman of the Town
Best Music (Music Score of a Dramatic or Comedy Picture),17,Three Russian Girls,Three Russian Girls
Best Music (Music Score of a Dramatic or Comedy Picture),17,Up in Mabel's Room,Up in Mabel's Room
Best Music (Music Score of a Dramatic or Comedy Picture),17,Voice in the Wind,Voice in the Wind
Best Music (Music Score of a Dramatic or Comedy Picture),17,Wilson,Wilson
Best Music (Music Score of a Dramatic Picture),14,All That Money Can Buy,All That Money Can Buy
Best Music (Music Score of a Dramatic Picture),14,Back Street,Back Street
Best Music (Music Score of a Dramatic Picture),14,Ball of Fire,Ball of Fire
Best Music (Music Score of a Dramatic Picture),14,Cheers for Miss Bishop,Cheers for Miss Bishop
Best Music (Music Score of a Dramatic Picture),14,Citizen Kane,Citizen Kane
Best Music (Music Score of a Dramatic Picture),14,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde
Best Music (Music Score of a Dramatic Picture),14,Hold Back the Dawn,Hold Back the Dawn
Best Music (Music Score of a Dramatic Picture),14,How Green Was My Valley,How Green Was My Valley
Best Music (Music Score of a Dramatic Picture),14,King of the Zombies,King of the Zombies
Best Music (Music Score of a Dramatic Picture),14,Ladies in Retirement,Ladies in Retirement
Best Music (Music Score of a Dramatic Picture),14,Lydia,Lydia
Best Music (Music Score of a Dramatic Picture),14,Mercy Island,Mercy Island
Best Music (Music Score of a Dramatic Picture),14,Sergeant York,Sergeant York
Best Music (Music Score of a Dramatic Picture),14,So Ends Our Night,So Ends Our Night
Best Music (Music Score of a Dramatic Picture),14,Sundown,Sundown
Best Music (Music Score of a Dramatic Picture),14,Suspicion,Suspicion
Best Music (Music Score of a Dramatic Picture),14,Tanks a Million,Tanks a Million
Best Music (Music Score of a Dramatic Picture),14,That Uncertain Feeling,That Uncertain Feeling
Best Music (Music Score of a Dramatic Picture),14,The Little Foxes,The Little Foxes
Best Music (Music Score of a Dramatic Picture),14,This Woman is Mine,This Woman is Mine
Best Music (Original Dramatic Score),68,Apollo 13,Apollo 13
Best Music (Original Dramatic Score),68,Braveheart,Braveheart
Best Music (Original Dramatic Score),68,Il Postino: The Postman,Il Postino: The Postman
Best Music (Original Dramatic Score),68,Nixon,Nixon
Best Music (Original Dramatic Score),68,Sense and Sensibility,Sense and Sensibility
Best Music (Original Dramatic Score),69,Hamlet,Hamlet
Best Music (Original Dramatic Score),69,Michael Collins,Michael Collins
Best Music (Original Dramatic Score),69,Shine,Shine
Best Music (Original Dramatic Score),69,Sleepers,Sleepers
Best Music (Original Dramatic Score),69,The English Patient,The English Patient
Best Music (Original Dramatic Score),70,Amistad,Amistad
Best Music (Original Dramatic Score),70,Good Will Hunting,Good Will Hunting
Best Music (Original Dramatic Score),70,Kundun,Kundun
Best Music (Original Dramatic Score),70,L.A. Confidential,L.A. Confidential
Best Music (Original Dramatic Score),70,Titanic,Titanic
Best Music (Original Dramatic Score),71,Elizabeth,Elizabeth
Best Music (Original Dramatic Score),71,Life Is Beautiful,Life Is Beautiful
Best Music (Original Dramatic Score),71,Pleasantville,Pleasantville
Best Music (Original Dramatic Score),71,Saving Private Ryan,Saving Private Ryan
Best Music (Original Dramatic Score),71,The Thin Red Line,The Thin Red Line
Best Music (Original Musical or Comedy Score),68,Pocahontas,Pocahontas
Best Music (Original Musical or Comedy Score),68,Sabrina,Sabrina
Best Music (Original Musical or Comedy Score),68,The American President,The American President
Best Music (Original Musical or Comedy Score),68,Toy Story,Toy Story
Best Music (Original Musical or Comedy Score),68,Unstrung Heroes,Unstrung Heroes
Best Music (Original Musical or Comedy Score),69,Emma,Emma
Best Music (Original Musical or Comedy Score),69,James and the Giant Peach,James and the Giant Peach
Best Music (Original Musical or Comedy Score),69,The First Wives Club,The First Wives Club
Best Music (Original Musical or Comedy Score),69,The Hunchback of Notre Dame,The Hunchback of Notre Dame
Best Music (Original Musical or Comedy Score),69,The Preacher's Wife,The Preacher's Wife
Best Music (Original Musical or Comedy Score),70,Anastasia,Anastasia
Best Music (Original Musical or Comedy Score),70,As Good as It Gets,As Good as It Gets
Best Music (Original Musical or Comedy Score),70,Men in Black,Men in Black
Best Music (Original Musical or Comedy Score),70,My Best Friend's Wedding,My Best Friend's Wedding
Best Music (Original Musical or Comedy Score),70,The Full Monty,The Full Monty
Best Music (Original Musical or Comedy Score),71,A Bug's Life,A Bug's Life
Best Music (Original Musical or Comedy Score),71,Mulan,Mulan
Best Music (Original Musical or Comedy Score),71,Patch Adams,Patch Adams
Best Music (Original Musical or Comedy Score),71,Shakespeare in Love,Shakespeare in Love
Best Music (Original Musical or Comedy Score),71,The Prince of Egypt,The Prince of Egypt
Best Music (Original Score),11,Army Girl,Army Girl
Best Music (Original Score),11,Block-Heads,Block-Heads
Best Music (Original Score),11,Blockade,Blockade
Best Music (Original Score),11,Breaking the Ice,Breaking the Ice
Best Music (Original Score),11,If I Were King,If I Were King
Best Music (Original Score),11,Marie Antoinette,Marie Antoinette
Best Music (Original Score),11,Pacific Liner,Pacific Liner
Best Music (Original Score),11,Suez,Suez
Best Music (Original Score),11,The Adventures of Robin Hood,The Adventures of Robin Hood
Best Music (Original Score),11,The Cowboy and the Lady,The Cowboy and the Lady
Best Music (Original Score),11,The Young in Heart,The Young in Heart
Best Music (Original Score),12,Dark Victory,Dark Victory
Best Music (Original Score),12,Eternally Yours,Eternally Yours
Best Music (Original Score),12,Golden Boy,Golden Boy
Best Music (Original Score),12,Gone With the Wind,Gone With the Wind
Best Music (Original Score),12,Gulliver's Travels,Gulliver's Travels
Best Music (Original Score),12,Man of Conquest,Man of Conquest
Best Music (Original Score),12,Nurse Edith Cavell,Nurse Edith Cavell
Best Music (Original Score),12,Of Mice and Men,Of Mice and Men
Best Music (Original Score),12,The Man in the Iron Mask,The Man in the Iron Mask
Best Music (Original Score),12,The Rains Came,The Rains Came
Best Music (Original Score),12,The Wizard of Oz,The Wizard of Oz
Best Music (Original Score),12,Wuthering Heights,Wuthering Heights
Best Music (Original Score),13,Arizona,Arizona
Best Music (Original Score),13,Dark Command,Dark Command
Best Music (Original Score),13,My Favorite Wife,My Favorite Wife
Best Music (Original Score),13,North West Mounted Police,North West Mounted Police
Best Music (Original Score),13,One Million B.C.,One Million B.C.
Best Music (Original Score),13,Our Town,Our Town
Best Music (Original Score),13,Pinocchio,Pinocchio
Best Music (Original Score),13,Rebecca,Rebecca
Best Music (Original Score),13,The Fight for Life,The Fight for Life
Best Music (Original Score),13,The Great Dictator,The Great Dictator
Best Music (Original Score),13,The House of the Seven Gables,The House of the Seven Gables
